quote_number,gender,agecat,date_of_birth,credit_score,area,traffic_index,veh_age,veh_body,veh_value,numclaims,claimcst0
99286774,M,5,6/21/1952,647,E,46.5,4,SEDAN,0.429,0,77.54891286
33286212,M,5,11/3/1956,466,A,98.6,3,SEDAN,1.408,0,1924.087584
31780497,M,5,9/21/1957,647,A,87.8,2,HBACK,1.254,0,133.6298605
91900706,M,3,1/4/1974,510,A,77.4,1,SEDAN,2.915,0,2532.797314
41530735,M,3,9/2/1978,777,C,138,4,HBACK,0.319,0,60.66515029
58390871,M,,8/3/1961,832,F,,3,PANVN,1.54,0,50.68999988
64355419,F,4,12/9/1960,687,A,91.5,2,STNWG,3.366,0,0
64647261,F,3,9/18/1977,553,B,71.4,4,STNWG,1.122,0,0
81720651,M,2,6/10/1983,655,C,141,4,HDTOP,1.694,0,178.5969858
78258148,M,2,1/5/1987,673,E,36,2,STNWG,4.598,0,0
54069439,M,3,12/7/1978,807,E,24,4,HDTOP,1.639,0,59.9147579
59693906,F,3,8/29/1976,,B,156.7,3,HBACK,1.342,0,321.7915745
44193384,M,2,12/3/1989,640,A,78.2,1,STNWG,5.7596,0,127.1030486
52381931,F,6,1/30/1944,404,C,142.5,3,HBACK,1.507,1,895.0558571
31823791,F,2,1/28/1980,683,A,76.4,2,SEDAN,1.793,0,0
28619576,F,5,5/30/1952,745,B,147.6,3,SEDAN,1.32,0,0
24925157,F,5,5/18/1958,801,C,130.5,3,TRUCK,1.298,0,146.2430894
63622035,M,6,3/28/1929,808,A,53.1,4,UTE,0.924,0,0
66402462,M,4,1/17/1961,531,D,112.5,4,COUPE,0.605,0,1106.685136
43328595,M,5,10/29/1959,748,D,67.1,1,SEDAN,2.3089,0,349.8348016
57267422,F,3,4/22/1977,632,E,21,4,TRUCK,1.595,0,92.55961341
79414975,F,4,8/20/1967,622,C,142.5,4,HDTOP,0.99,0,11.87592342
37650124,F,4,2/2/1960,394,C,93,1,SEDAN,2.519,0,12867.06006
22234728,F,3,5/1/1970,640,B,146.1,2,HDTOP,2.629,0,0
35229875,M,4,6/18/1966,583,C,94.5,3,STNWG,1.166,0,85.77476631
95316322,F,3,8/4/1976,654,B,126.7,4,STNWG,0.77,0,76.97798654
77316625,F,4,12/24/1961,817,D,119.5,4,SEDAN,1.089,0,0
63591844,M,5,6/6/1951,724,A,104.2,4,HBACK,0.902,0,0
65335139,F,4,2/25/1960,742,C,102,4,STNWG,1.496,0,0
52595836,M,5,10/9/1955,740,C,100.5,4,STNWG,2.64,0,0
52224215,M,3,11/23/1974,742,E,39,2,HBACK,1.936,0,0
92692781,F,5,10/25/1955,673,C,147,2,SEDAN,4.642,0,36.08282189
88269606,M,4,4/10/1969,619,D,110.8,2,HBACK,1.837,0,278.7359664
12004349,F,2,7/7/1982,806,B,67.8,2,HBACK,1.331,0,45.76692749
24361127,F,4,5/11/1965,676,C,105,4,SEDAN,1.166,0,45.61123969
24439970,M,,4/8/1956,790,C,124.5,4,COUPE,0.627,0,0
29848496,F,4,3/6/1966,656,A,56,3,HBACK,0.935,0,0
41598967,M,2,4/14/1989,471,A,64.2,1,SEDAN,2.97,0,2108.756549
47234457,F,1,5/13/1995,606,C,144,4,HBACK,0.561,0,78.72520878
35721176,F,4,6/17/1968,632,C,135,4,HBACK,0.473,0,59.93612185
45914695,F,,3/29/1945,826,D,59.6,4,HBACK,0.759,0,351.6394367
58328640,M,4,6/8/1966,430,E,21,4,STNWG,0.583,0,544.0344791
53663548,M,3,2/17/1975,607,C,99,2,SEDAN,2.09,0,89.02689573
36908825,M,1,1/14/1998,,A,72.3,4,UTE,1.1,0,228.4174953
72096893,M,5,9/10/1954,750,C,117,1,HBACK,2.4574,0,123.1776159
69794003,F,1,1/10/1992,492,C,123,1,SEDAN,2.233,0,789.4849109
46251410,F,2,11/15/1986,700,A,65,4,SEDAN,1.045,0,0
37156035,M,3,1/12/1971,611,C,126,4,HBACK,0.748,0,200.8203143
55671846,F,3,8/7/1971,682,F,140,3,STNWG,2.915,0,20.77305618
54938767,F,3,11/23/1978,728,A,62.8,1,STNWG,4.741,0,0
45799757,M,5,3/26/1953,787,C,147,4,HBACK,0.429,0,0
89742121,M,1,6/17/1994,320,B,104.3,4,SEDAN,0.484,0,205.6286369
79540641,F,1,6/7/1996,613,C,,3,HBACK,0.968,0,1255.93337
42018048,M,3,11/22/1979,595,B,104.5,4,STNWG,2.442,1,608.0801573
67570330,F,5,10/21/1953,828,C,139.5,1,STNWG,5.709,0,217.9403439
46979648,M,3,4/9/1971,788,C,96,3,HBACK,1.1,0,19.81430649
29887105,M,1,5/15/1997,,A,48.7,2,HBACK,1.232,0,0
13290551,F,1,6/5/1996,660,B,101.9,2,HBACK,1.232,0,659.2049343
44266846,F,3,7/16/1978,829,B,122.8,3,SEDAN,1.133,0,0
14599906,M,4,10/6/1969,638,C,108,1,SEDAN,2.42,0,0
99273408,M,4,10/24/1965,616,C,136.5,3,SEDAN,1.309,0,89.93267551
23686785,M,4,12/6/1968,579,A,,2,SEDAN,2.629,0,75.80139819
31251698,F,4,10/8/1962,793,A,101.4,1,SEDAN,2.233,0,0
44860453,M,2,10/8/1984,609,A,51.5,3,HBACK,0.891,0,1088.838445
92377176,F,2,3/17/1989,,A,81.3,3,HBACK,1.331,0,171.8020335
33682291,F,2,11/10/1983,685,C,124.5,2,SEDAN,2.178,0,369.0982575
21010298,F,3,4/19/1971,512,C,78,2,HBACK,1.947,0,1762.312532
67314424,F,3,1/22/1979,617,C,142.5,3,STNWG,4.367,0,403.3901994
10698746,F,6,9/18/1938,807,A,93.5,4,SEDAN,0.583,0,0
66440406,F,3,4/7/1973,625,C,148.5,2,SEDAN,2.079,0,93.33803015
68653736,F,3,3/20/1979,784,B,146.3,4,STNWG,1.155,0,0
99116130,F,,2/15/1989,650,F,100,2,UTE,3.85,0,187.7153936
55556425,M,4,1/28/1963,704,A,101.8,3,STNWG,2.53,0,0
71588500,M,3,5/20/1977,605,B,144.3,4,MIBUS,1.804,0,115.5850812
89979024,M,5,10/27/1954,733,C,141,4,HDTOP,1.837,0,0
38908696,M,5,11/13/1953,750,C,148.5,2,HBACK,1.947,0,0
85571265,M,4,12/23/1967,644,A,111.4,3,SEDAN,1.705,0,32.85188684
83528632,M,6,4/5/1940,551,A,120,3,STNWG,2.629,0,0
49898003,F,6,6/20/1938,812,E,28.5,2,SEDAN,1.551,0,50.84009986
26891468,M,4,7/2/1969,706,D,123.9,4,HBACK,0.792,0,0
84069891,M,6,9/1/1941,473,A,55.4,4,SEDAN,0.528,0,311.748574
80712450,M,5,3/11/1950,798,A,61,2,STNWG,4.147,0,0
41761652,M,6,11/21/1935,805,A,109,2,SEDAN,1.815,0,196.4085471
20933860,M,1,5/22/1991,644,C,61.5,3,PANVN,1.584,0,0
61841293,M,2,3/21/1989,605,C,121.5,4,STNWG,2.255,0,142.0523606
90993213,M,3,8/30/1974,511,A,86.1,4,SEDAN,0.429,0,555.790853
80916044,F,4,11/26/1969,773,C,138,1,STNWG,2.6169,0,0
47103121,F,4,10/11/1963,622,A,87.3,1,HBACK,1.4839,0,0
60343688,M,,6/24/1958,651,B,119.1,1,RDSTR,7.315,0,1774.658349
97933052,M,4,6/28/1966,844,F,98,3,STNWG,2.519,0,35.26508519
28651683,F,5,4/19/1958,838,B,138.4,3,SEDAN,1.32,0,0
49523273,M,2,4/9/1985,,A,78,3,SEDAN,1.507,0,243.8117369
10669853,M,4,8/23/1968,603,F,,3,HDTOP,2.42,0,0
15745387,F,3,5/24/1971,677,A,69.6,3,STNWG,4.279,0,109.5699507
65154414,F,4,1/18/1966,546,D,121,1,HBACK,1.507,0,0
23419602,F,2,4/4/1988,745,C,129,4,SEDAN,0.825,0,0
38301568,F,,7/8/1980,705,C,,1,STNWG,5.236,0,0
17273971,M,1,12/20/1999,,A,71.9,1,STNWG,3.586,0,0
54708830,F,3,6/16/1973,674,A,66.1,1,STNWG,3.267,0,0
48331313,M,,2/20/1959,766,A,32.8,2,STNWG,2.75,0,78.80192465
30786121,M,4,5/18/1969,617,A,93.7,4,TRUCK,1.771,1,306.3045114
92052235,F,1,4/19/1998,503,E,6,4,SEDAN,0.429,0,277.8646083
41447139,M,2,1/4/1982,529,C,123,3,SEDAN,1.474,0,81.94933771
66470859,F,2,6/2/1981,384,B,105.2,3,SEDAN,1.54,1,4846.624319
11785502,F,2,4/25/1989,596,F,,3,TRUCK,2.343,0,31.58969368
82576171,M,3,3/8/1977,591,B,117,1,STNWG,3.025,0,0
45137435,F,5,3/6/1952,783,B,126.2,3,SEDAN,1.639,0,307.534507
63357669,M,3,5/18/1977,658,B,103.4,4,SEDAN,1.089,0,0
97802298,F,4,1/18/1966,663,C,150,1,HBACK,1.474,0,0
17659902,F,4,7/18/1961,686,B,114.5,3,SEDAN,1.078,0,0
46826492,M,4,4/13/1961,785,C,114,2,SEDAN,2.332,0,0
99414265,F,4,5/11/1968,740,C,138,4,STNWG,0.506,0,0
72272203,M,4,3/16/1966,606,A,93.6,2,STNWG,3.608,0,0
30969304,M,6,8/23/1938,349,A,96.5,4,SEDAN,1.122,1,3851.45438
26862125,F,4,9/25/1961,757,D,80.4,3,STNWG,3.278,0,0
60259638,M,,4/14/1989,516,A,83.7,2,UTE,2.992,0,1041.194109
54648029,M,6,8/7/1941,792,B,128.8,3,HBACK,1.628,0,0
76880086,M,,11/6/1956,758,B,99.4,2,SEDAN,2.354,0,49.89476721
14812100,F,4,8/11/1962,630,D,67.3,2,HBACK,1.287,0,447.0177117
16697253,F,,11/19/1973,778,F,102,4,STNWG,1.441,0,0
87296840,F,3,4/29/1978,720,F,,4,STNWG,1.65,0,53.14998834
66320817,F,4,6/4/1965,509,C,145.5,3,SEDAN,1.111,0,1899.163437
19266660,F,3,6/24/1974,502,C,118.5,4,SEDAN,0.594,0,251.8211414
35350936,F,1,12/7/1991,306,C,141,1,HBACK,2.486,0,11702.68872
18639103,F,3,12/30/1970,694,D,139.1,4,STNWG,1.485,0,0
90586843,F,2,10/9/1989,678,F,110,4,SEDAN,0.847,0,84.1257463
64817545,M,4,11/16/1961,640,F,60,1,UTE,3.861,0,0
68848005,F,,10/31/1977,355,C,123,3,STNWG,1.804,0,6298.045448
65596659,F,3,1/15/1974,,D,130.3,3,HDTOP,2.915,0,43.92629949
88071506,M,2,5/15/1987,780,C,132,2,UTE,3.014,0,101.5768591
23483598,F,4,4/8/1966,847,A,,2,SEDAN,1.496,0,0
57923971,F,2,4/28/1984,737,A,80.2,1,SEDAN,2.31,0,74.89566213
91142060,F,1,2/10/1992,,A,74.6,3,SEDAN,1.837,0,349.7274739
84817615,F,4,6/28/1965,600,A,86.4,3,SEDAN,1.067,0,0
24913754,F,1,5/5/1995,667,E,15,3,SEDAN,0.99,0,0
18593106,F,3,9/26/1970,640,D,131.7,2,HDTOP,3.509,0,0
83513178,F,2,3/3/1984,320,B,113.1,3,HBACK,0.847,0,1160.12302
75199352,M,2,2/22/1980,823,F,,3,HDTOP,3.344,0,0
77389735,F,2,11/26/1984,676,C,120,1,SEDAN,2.926,0,0
15622504,M,6,3/28/1925,402,B,140.9,3,SEDAN,1.298,0,1528.499506
29912870,F,2,8/1/1987,527,C,139.5,2,HBACK,1.342,0,141.8737939
11084127,M,,3/28/1999,571,F,112,3,BUS,2.981,0,114.017924
82109855,F,2,4/12/1981,689,E,58.5,3,SEDAN,1.221,0,0
63019372,F,6,1/28/1932,751,D,99.9,3,SEDAN,1.188,0,32.46335029
14993843,F,5,10/3/1951,789,C,106.5,1,SEDAN,2.684,0,0
23260620,F,5,1/27/1950,805,A,70.6,3,SEDAN,2.398,0,0
96133703,F,3,12/28/1970,625,C,,2,STNWG,3.762,0,47.94690493
97801900,F,5,6/2/1956,840,E,70.5,1,SEDAN,3.025,0,0
37819146,F,5,8/15/1957,832,A,83.3,1,HBACK,2.629,0,0
57571469,F,4,10/31/1963,376,A,70.2,3,HDTOP,2.277,0,7257.026856
31270643,M,2,2/24/1987,498,F,120,3,STNWG,2.266,0,772.7960354
60637550,M,4,5/31/1961,737,A,107.7,3,STNWG,1.265,0,0
51947224,F,4,10/18/1960,748,C,120,4,UTE,0.902,0,68.32833544
69330941,M,4,7/1/1967,784,A,84.6,1,STNWG,5.7596,0,0
76320004,F,2,4/8/1987,650,F,,3,HDTOP,2.211,0,0
37905863,M,5,3/26/1956,705,C,126,3,SEDAN,1.639,0,123.0880696
70454022,M,4,12/31/1967,835,C,145.5,3,HDTOP,2.255,0,0
65777510,M,2,6/2/1988,553,C,120,3,PANVN,1.98,0,0
80547626,F,4,6/25/1962,754,B,116.3,2,STNWG,3.388,0,0
23567926,F,,9/21/1999,655,C,150,3,HBACK,1.1,0,0
65304887,F,5,6/13/1958,776,C,121.5,4,STNWG,1.551,0,0
84836198,M,6,8/11/1947,828,C,117,3,HBACK,0.935,0,0
32487315,M,4,12/27/1969,789,A,87.8,2,TRUCK,2.926,0,0
46830997,F,1,3/14/1994,645,C,93,2,SEDAN,1.386,0,0
83099670,F,6,10/3/1946,809,B,115.2,2,STNWG,3.058,0,0
37818956,F,1,1/29/1999,332,A,92.1,2,HBACK,2.321,0,947.9413879
38359351,F,3,6/25/1971,808,C,118.5,2,HBACK,2.046,0,0
36425850,F,2,3/1/1988,411,A,75.7,1,STNWG,2.871,1,6040.230752
49608613,F,3,9/11/1976,672,A,75.3,3,SEDAN,1.287,0,0
77034828,M,3,3/22/1970,379,D,82.8,4,SEDAN,0.869,0,3014.885134
64265476,M,3,9/14/1976,630,F,168,1,STNWG,3.113,0,34.28721341
41472584,F,2,1/2/1980,648,E,16.5,2,STNWG,3.047,0,0
91726348,F,2,7/12/1985,653,C,129,3,HBACK,1.364,0,0
88435715,M,4,10/30/1964,563,E,52.5,3,UTE,1.21,0,0
71806563,F,3,10/22/1971,680,E,18,3,MIBUS,2.541,0,0
86223558,M,2,9/19/1984,574,C,129,3,STNWG,3.047,1,1541.486596
87976217,M,1,3/13/1993,634,D,109.2,4,STNWG,1.672,0,95.04266888
95224996,F,3,8/3/1979,412,B,115.1,4,STNWG,0.77,0,361.1961633
49145230,F,2,7/2/1981,536,E,13.5,4,MIBUS,0.803,0,1012.05762
67590443,F,2,5/20/1980,308,B,117.4,4,HBACK,0.385,0,538.3665146
88970810,F,3,7/4/1974,831,E,,3,UTE,2.321,0,0
67960940,F,3,10/2/1978,628,A,115.8,1,HBACK,1.77573,0,55.58686354
37759214,F,2,9/18/1981,605,D,91.9,1,HBACK,1.639,0,94.43279836
62841057,M,5,9/27/1958,709,C,51,2,HBACK,1.243,0,0
91207400,F,1,6/11/1990,566,A,91.2,1,HBACK,1.353,0,610.9131987
94207587,F,3,5/15/1975,727,C,127.5,2,SEDAN,1.441,0,0
58216929,F,1,5/4/1992,713,A,103.2,4,HBACK,0.594,0,96.85512001
81943865,M,,7/21/1972,637,D,78.3,4,TRUCK,1.694,0,226.9327253
86325208,F,2,5/6/1989,421,C,141,3,STNWG,1.287,1,3675.37582
99247147,M,4,6/12/1965,634,E,93,3,STNWG,2.178,0,294.5849313
66775873,M,5,4/1/1955,799,D,81.9,4,SEDAN,0.803,0,0
58985208,F,3,4/18/1975,686,C,139.5,2,HBACK,1.353,0,105.9009586
70881865,F,1,5/14/1990,797,B,82.5,1,STNWG,2.871,0,0
88996917,F,2,5/16/1982,582,A,67.5,4,SEDAN,0.781,0,75.29515471
34672777,F,3,2/13/1971,642,A,76.4,1,HBACK,2.145,0,413.9341
57766368,F,4,11/28/1966,677,B,,3,HBACK,0.99,0,49.24904753
30921413,M,3,6/22/1978,671,B,148,4,HBACK,0.407,0,13.33797189
33157192,F,3,4/17/1978,576,D,90.2,2,HBACK,1.342,0,830.8991853
11020434,M,4,8/28/1965,668,B,115.8,3,SEDAN,1.287,0,72.38422664
29199771,M,2,9/29/1980,,C,129,2,TRUCK,3.707,0,2571.111013
28971644,M,5,11/19/1952,751,C,148.5,4,STNWG,0.671,0,0
31588315,M,1,1/13/1994,569,A,44.7,2,HBACK,1.496,0,106.8507844
70495976,F,2,7/12/1983,,B,144,3,UTE,1.111,0,380.4122384
64608156,M,,8/17/1989,,A,90,4,HDTOP,1.397,0,0
91594668,M,4,2/25/1966,634,A,94.2,3,SEDAN,1.254,0,0
53824976,M,3,9/13/1976,487,B,88.7,3,HBACK,1.012,0,447.4636514
87203416,M,3,1/19/1978,833,E,64.5,1,HBACK,1.4839,0,0
44738254,F,3,10/23/1970,573,D,105.2,3,SEDAN,1.419,0,268.9209405
73774321,F,3,12/2/1973,418,F,120,3,SEDAN,1.375,0,10080.85034
36888616,F,4,4/13/1961,783,F,124,3,HDTOP,2.277,0,0
66190421,F,6,4/21/1931,427,C,97.5,3,HBACK,1.221,0,2384.675776
76863158,F,5,8/25/1952,709,A,85.1,4,HBACK,0.341,0,0
91463838,M,6,5/14/1930,766,C,121.5,1,SEDAN,1.749,0,0
31936841,M,3,3/23/1976,770,B,84,2,STNWG,4.411,0,498.1321548
76036089,M,5,9/25/1950,777,C,136.5,4,SEDAN,1.023,0,0
84241389,F,6,3/15/1949,348,C,121.5,4,SEDAN,0.396,0,5949.306748
41528330,F,3,11/12/1975,357,A,44.3,1,STNWG,6.061,0,2430.056762
59222750,M,6,9/22/1938,741,B,150.5,3,SEDAN,1.21,0,0
16616602,F,2,9/30/1983,699,A,70.9,1,HBACK,2.739,0,0
41281709,M,,11/10/1997,675,B,113.5,4,UTE,1.496,0,110.6191912
37024942,F,6,10/30/1930,765,E,39,1,HBACK,1.562,0,0
15137602,M,5,7/28/1952,629,A,92.1,3,SEDAN,1.342,0,0
89544761,F,4,7/23/1965,809,B,,3,HBACK,0.803,0,23.11384546
60993618,M,5,10/11/1951,709,D,143.4,3,STNWG,3.179,0,166.743731
84295579,M,5,7/31/1952,567,C,142.5,4,SEDAN,0.418,0,278.9292369
86488479,F,5,4/19/1954,794,C,142.5,3,SEDAN,1.287,0,202.199071
35425884,M,4,10/25/1966,841,A,84.8,4,SEDAN,0.847,0,73.20467164
56360855,M,1,3/8/1991,644,A,98.8,2,UTE,3.344,0,514.3458788
20458642,M,5,10/7/1957,820,B,150.9,3,SEDAN,1.804,0,0
62947902,M,6,1/7/1941,809,B,118.3,2,SEDAN,2.068,0,0
77768915,M,4,2/16/1965,604,C,117,1,STNWG,4.752,0,0
82288324,M,5,6/28/1953,703,D,123.6,1,SEDAN,2.695,0,56.55951284
71707144,F,,4/19/1992,423,B,117.4,1,SEDAN,2.662,1,1979.527284
27231592,F,4,8/5/1961,794,C,108,1,UTE,4.312,0,0
78729353,F,1,6/8/1992,433,C,126,4,STNWG,1.749,0,506.9748924
51230477,M,6,11/14/1949,838,A,74.6,3,STNWG,3.047,0,36.46234979
55370620,F,4,7/7/1966,511,B,106.3,3,STNWG,3.586,1,1392.619489
83825251,F,3,2/5/1978,609,D,140.1,4,STNWG,1.441,0,99.73127451
45035835,F,6,4/5/1936,790,A,105.3,4,SEDAN,0.429,0,12.61519666
26652931,M,3,3/6/1975,,B,91,2,SEDAN,1.76,0,70.36599313
46999431,F,3,5/11/1977,630,D,89.8,3,HBACK,0.924,0,134.2297515
91647366,F,2,3/28/1988,,C,129,2,HBACK,1.903,0,304.8429654
40983358,F,3,3/18/1973,647,F,110,3,STNWG,3.168,0,26.86237893
42890778,F,,2/21/1961,700,B,94.8,4,SEDAN,0.473,0,22.88220771
11650628,F,2,7/29/1981,761,A,68.3,1,HBACK,1.5158,0,0
21406313,M,4,8/7/1963,680,C,144,1,HBACK,1.364,0,142.9923847
19454213,M,3,4/3/1974,626,A,98,2,HBACK,1.903,0,1118.252446
88286120,M,3,8/8/1971,321,F,96,2,STNWG,4.4,0,952.9836252
94745110,F,,6/24/1989,693,C,136.5,4,HBACK,0.429,0,0
53113001,F,3,6/7/1975,817,A,96.1,4,STNWG,1.716,0,144.5546369
53439371,F,2,5/21/1988,506,D,86.2,4,UTE,1.254,0,428.4783405
87976306,F,2,6/18/1988,,E,13.5,3,STNWG,3.091,0,0
74451070,F,2,5/8/1984,544,C,88.5,3,SEDAN,1.023,0,985.8709152
93645414,M,2,11/17/1987,,A,75.2,4,MIBUS,2.343,0,0
55595703,M,3,7/6/1976,655,D,123.2,1,STNWG,5.17,0,549.6394256
57156491,F,2,6/10/1984,705,F,,3,HDTOP,1.848,0,0
80485150,M,2,5/18/1981,606,B,145.8,4,SEDAN,1.804,0,303.0064678
36429427,M,2,5/18/1986,655,A,70.3,1,SEDAN,2.53,0,211.0567854
49495836,M,2,8/31/1989,473,B,141,2,SEDAN,1.551,0,163.7567608
97120902,F,4,12/30/1967,650,A,66.9,4,SEDAN,0.913,0,73.22635086
82566985,F,2,10/7/1988,347,D,50.7,3,STNWG,3.839,0,1041.663497
42753351,F,4,11/6/1967,639,B,141.8,3,STNWG,3.52,0,67.05624699
74371846,F,3,4/2/1976,,C,145.5,2,COUPE,2.596,0,223.4737946
20935146,F,3,5/27/1974,440,A,91.1,3,SEDAN,1.947,0,1035.311356
93459612,F,3,10/17/1975,400,E,10.5,1,TRUCK,3.872,0,3737.691076
51765530,F,4,10/10/1960,570,D,114.3,1,SEDAN,2.948,0,559.8914885
44701622,F,3,9/18/1972,672,A,,4,SEDAN,0.88,0,0
82060406,F,3,11/6/1978,779,C,144,3,SEDAN,1.067,0,0
80771723,F,2,4/28/1989,504,C,109.5,2,STNWG,3.388,0,1209.707037
40318743,M,3,11/11/1978,771,A,117,1,HBACK,1.573,0,30.78071845
86749093,F,6,8/18/1941,781,D,94.1,2,HBACK,2.024,0,0
16878106,M,3,1/20/1978,618,C,141,1,STNWG,7.392,0,1632.399723
41825997,M,,8/1/1970,647,C,133.5,1,HBACK,1.507,0,225.016803
80598422,M,,8/18/1968,549,A,74.1,2,HBACK,1.914,0,220.7442712
10005282,F,3,12/31/1977,536,C,127.5,2,SEDAN,7.678,0,2759.818317
29900694,F,2,3/16/1988,757,B,121.3,4,HBACK,1.111,0,46.10793895
31774043,F,4,6/27/1964,781,C,124.5,1,SEDAN,2.904,0,0
73799574,M,5,6/24/1955,406,A,50.7,3,SEDAN,1.738,0,7976.818164
91771036,M,2,3/22/1985,601,B,125.2,2,HBACK,2.266,0,529.2859871
64253282,M,4,12/18/1964,312,C,148.5,2,HBACK,1.21,0,2548.587933
38731245,F,5,10/20/1951,729,D,79.3,3,STNWG,2.53,0,0
68593325,F,5,11/4/1955,611,A,96.2,3,HBACK,1.067,0,225.4245694
90149802,M,6,12/8/1941,721,C,121.5,2,SEDAN,2.046,0,0
50620597,F,3,10/27/1974,689,B,145.3,4,SEDAN,0.561,0,128.9793055
28379159,M,3,8/19/1976,629,A,95.3,4,SEDAN,1.254,0,0
49690369,M,,8/14/1939,825,C,135,2,SEDAN,1.914,0,0
38511062,F,2,11/25/1987,344,A,80,3,SEDAN,1.408,0,2864.676174
93042408,F,1,5/11/1998,653,D,123.2,4,STNWG,1.749,0,31.40382763
58268995,F,2,6/7/1981,689,F,128,3,SEDAN,1.463,0,17.41648611
30370988,F,4,10/30/1965,693,C,132,4,SEDAN,0.913,0,217.1188148
28656163,F,6,11/25/1937,827,A,85.1,2,HBACK,1.155,0,0
36692729,F,3,1/3/1974,784,B,98.5,3,STNWG,2.717,0,20.37135881
24005806,M,1,2/23/1990,460,D,98.3,2,STNWG,3.74,0,396.3840761
14411294,F,4,9/4/1969,722,B,142.3,2,HBACK,1.452,0,342.3660293
32316690,M,,7/10/1969,776,A,109.7,1,COUPE,9.196,0,0
49461551,F,4,10/29/1966,651,C,142.5,4,SEDAN,0.88,0,349.5495756
14936741,M,3,6/14/1976,,A,38.7,1,COUPE,6.171,0,2967.271372
47877032,F,4,4/28/1969,363,D,98.6,4,SEDAN,1.331,1,1908.024572
97239970,F,3,6/28/1974,,A,95.6,1,STNWG,2.97,0,1759.190543
97341956,F,1,11/27/1990,743,D,87.7,1,STNWG,3.4419,0,0
21238950,M,4,8/22/1961,573,B,150.7,2,RDSTR,3.509,0,523.2342265
94559667,M,3,3/20/1979,757,C,,4,STNWG,1.518,0,0
31716966,F,2,5/10/1987,686,F,78,3,SEDAN,1.155,0,0
87623600,M,3,10/5/1976,646,F,140,3,STNWG,3.179,0,0
44203673,F,3,6/23/1971,729,A,102.2,1,STNWG,4.972,0,50.02450818
32848666,M,1,5/25/1999,539,D,133.9,1,UTE,3.938,0,3292.85319
41064463,M,4,1/15/1961,,B,113.1,3,SEDAN,1.012,0,61.48703581
46183698,F,2,1/27/1984,847,E,7.5,1,STNWG,3.509,0,0
45121891,F,2,6/29/1989,837,C,130.5,3,HBACK,1.199,0,0
41292854,F,4,8/3/1961,400,B,86.3,1,HBACK,1.7149,1,3278.967263
67274319,M,5,4/10/1951,804,A,90.6,4,STNWG,1.738,0,0
18382082,M,3,8/21/1972,,B,126.8,2,STNWG,4.224,0,404.5506842
29659457,M,2,4/13/1982,638,C,96,3,STNWG,2.948,0,484.1882825
46331083,M,6,1/24/1942,811,C,148.5,2,HBACK,1.353,0,0
35769693,F,2,12/22/1988,464,B,,3,SEDAN,1.892,0,2138.285831
31493798,F,5,8/1/1954,764,A,52.6,4,SEDAN,0.407,0,55.39270074
14304294,F,5,1/1/1952,708,C,105,4,SEDAN,0.781,0,103.847992
80203580,F,2,8/22/1980,538,D,126.2,3,STNWG,3.509,0,1993.868418
30020626,F,,10/20/1966,770,C,141,3,HDTOP,1.771,0,0
51560738,F,2,7/25/1986,585,F,106,2,STNWG,4.4,0,319.9087091
90788450,M,3,6/20/1976,762,C,145.5,3,STNWG,3.366,0,51.61626331
62907885,F,,5/12/1983,678,B,128.9,4,HBACK,0.583,0,0
19806639,M,2,2/28/1986,637,C,142.5,2,TRUCK,2.805,0,77.82149659
96335559,M,,7/1/1981,664,B,120.9,3,STNWG,2.981,1,278.2536932
39113967,M,5,12/8/1952,804,A,107.2,1,HBACK,1.573,0,228.0423326
42117327,F,4,6/24/1967,674,A,89.3,4,HBACK,0.946,0,0
73766366,M,5,11/6/1953,707,D,66.8,1,STNWG,9.174,0,0
85525206,M,5,9/6/1956,591,B,116.5,4,HBACK,0.77,0,47.82790664
35477166,F,5,11/17/1952,790,E,70.5,4,SEDAN,0.847,0,0
92583025,F,5,5/29/1956,782,A,55.3,2,SEDAN,2.156,0,0
77306099,M,,4/1/1968,564,A,112.5,3,SEDAN,2.156,0,55.23263386
91311667,F,4,7/1/1961,632,B,121.5,3,PANVN,1.54,0,28.3441084
72415705,M,4,2/7/1968,801,C,144,4,PANVN,0.627,0,0
57112889,M,4,6/14/1962,738,E,49.5,2,UTE,1.925,0,0
69358568,M,6,2/2/1947,841,C,139.5,2,STNWG,2.981,0,0
34218550,F,3,6/21/1976,701,E,31.5,2,UTE,3.718,0,0
93708202,F,3,3/4/1976,692,B,122.7,4,MIBUS,2.156,0,62.38492623
98119340,M,1,3/18/1999,670,C,87,4,HBACK,0.495,0,98.56245159
46246711,F,3,10/14/1978,731,C,129,4,HBACK,0.583,0,0
57827773,M,5,10/30/1955,800,A,88.9,1,STNWG,5.709,0,0
21725085,F,2,7/29/1989,,C,106.5,2,STNWG,3.971,0,5919.094181
26897628,M,4,8/27/1969,660,C,130.5,1,HBACK,2.024,0,0
47554029,M,5,5/12/1955,746,C,144,4,SEDAN,0.385,0,27.3403836
79055941,F,4,2/11/1964,776,E,39,3,SEDAN,1.628,0,13.21284655
14259269,F,4,1/22/1965,846,A,100.9,1,STNWG,6.523,0,311.6572369
15159816,M,2,1/31/1984,606,A,66.8,3,HBACK,1.287,0,0
18498698,M,2,10/23/1980,536,C,136.5,3,SEDAN,1.177,0,545.1723561
17334740,M,4,9/29/1967,559,A,52.6,2,SEDAN,2.266,0,0
83568676,M,2,9/20/1982,648,C,136.5,4,UTE,0.264,0,46.4346625
